 ,,,,,,,,,

Row Labels,Sum of windSpeedMean-H01,Sum of windSpeedMinimumH01,Sum of windSpeedMaximum-H01,Sum of windSpeedMean-H02,Sum of windSpeedMaximum-H02,Sum of windSpeedMinimum-H02,Sum of windSpeedMaximum-H03,Sum of windSpeedMinimum-H03,Sum of windSpeedMean -H3
2021-07-04T23:30:00Z,1.66,0.03,3.64,2.57,4.69,0.02,5.09,0.02,2.77
2021-07-05T00:00:00Z,1.68,0.62,2.88,2.64,4.09,1.28,4.01,1.39,2.83
2021-07-05T00:30:00Z,1.98,0.77,3.71,3.14,5.05,1.43,5,1.69,3.39
2021-07-05T01:00:00Z,1.69,0.43,3.47,2.56,4.65,0.38,4.92,0.37,2.67
2021-07-05T01:30:00Z,1.9,0.75,3.28,2.99,4.72,1.4,4.92,1.11,3.14
2021-07-05T02:00:00Z,2.37,1.21,3.82,3.76,5.7,2.04,5.89,2.36,4.03
2021-07-05T02:30:00Z,2.35,0.98,4,3.78,5.55,2,5.78,2.28,4.14
2021-07-05T03:00:00Z,2.3,1.09,3.72,3.63,5.11,1.99,5.44,2.18,3.97
2021-07-05T03:30:00Z,2.51,1.3,4.17,3.96,5.36,2.09,5.81,2.28,4.33
2021-07-05T04:00:00Z,2.46,1.11,3.92,3.83,5.32,2.09,5.4,2.5,4.15
2021-07-05T04:30:00Z,2.29,1.23,3.69,3.65,5.31,1.99,5.5,2.23,3.99
2021-07-05T05:00:00Z,2.36,1.09,4.84,3.89,5.53,1.79,5.72,2.2,4.24
2021-07-05T05:30:00Z,2.27,1.14,4.06,3.92,5.67,2.27,5.87,2.55,4.35
2021-07-05T06:00:00Z,1.98,0.82,3.94,3.54,5.32,1.58,5.84,1.6,3.95
2021-07-05T06:30:00Z,1.98,0.9,3.52,3.53,5.37,1.87,5.55,2.14,3.95
2021-07-05T07:00:00Z,1.99,0.85,3.42,3.57,5.54,1.58,5.94,2.08,4.04
2021-07-05T07:30:00Z,1.94,0.96,3.79,3.46,5.33,1.71,5.88,1.78,3.89
2021-07-05T08:00:00Z,1.87,0.81,3.32,3,4.43,1.67,4.72,1.9,3.31
2021-07-05T08:30:00Z,2,0.97,3.51,3.24,4.74,2.04,4.97,2.34,3.58
2021-07-05T09:00:00Z,2.07,0.99,3.63,3.44,4.98,1.88,5.24,2.11,3.83
2021-07-05T09:30:00Z,2.09,0.99,3.78,3.44,5.17,1.96,5.44,2.27,3.87
2021-07-05T10:00:00Z,1.98,0.7,3.69,3.27,5.1,1.43,5.17,2.32,3.68
2021-07-05T10:30:00Z,1.91,0.87,3.43,3.13,4.68,1.68,5.34,2.29,3.57
2021-07-05T11:00:00Z,1.77,0.84,3.45,2.98,4.43,1.64,4.96,2.03,3.45
